p80164,p69075,p80219,p80165,p69073,p80218,p69072,p80166,p69071,p80239,p69070,p80167,p69069,p46463,p80168,p69067,p80177,p80169,p69065,p69064,p69063,p80170,p69062,p69061,p80171,p69058,p69057,p69056,p80172,p69054,p69053,p69052,p69632,p80173,p69050,p69049,p69047,p69046,p80174,p69045,p69040,p80175,p69038
0.0625,0.075,0.09,0.125,0.15,0.18,0.212,0.25,0.3,0.355,0.425,0.5,0.6,0.71,1,1.18,1.4,2,2.36,2.8,3.35,4,4.75,5.6,8,9.5,11.2,12.5,16,19,22.4,25,31.5,32,37.5,45,53,63,64,75,125,128,256
